"","room","batch","round","condition","team","task","n","teamMeanViability","teamMedianViability","groupManipulationCheck","teamProportionFracture","teamMembers","viabilityZ","teamFracture","fracture"
"109","A",1554048061707,3,"masked","B","cognative-conflic",4,42.5,44,0.25,0.5,"1HEfz9pArECNPj_ZAAAU, 20i-pW5iuePBwQrSAAAt, 5ngn-Rzr-Kfgud4EAAAk, ZVu3XI2VRJh7znLYAAAj",-1.53066260814869,TRUE,1
"110","A",1554048061707,4,"masked","Ap","cognative-conflic",3,58,53,0.333333333333333,0,"20i-pW5iuePBwQrSAAAt, Ph0cBkMLQdePtWZTAAAo, um2AIu0KtFbKdynRAAAE",0.279861191207812,FALSE,0
"111","A",1554055261815,1,"unmasked","B","cognative-conflic",3,39.3333333333333,36,0.666666666666667,0.666666666666667,"_U2pdp5Hqr86-hUrAAAd, FAGVNjwFDNT_iOgtAAAc, GqswW3_5qL71Kp8MAAAe",-1.90055456715701,TRUE,1
"112","A",1554055261815,2,"unmasked","A","cognative-conflic",3,61,57,0.333333333333333,0.333333333333333,"FAGVNjwFDNT_iOgtAAAc, sxE7gRTr6rrPSkdyAAAm, U4CuJogZwQXh7nKeAAAk",0.630285152373586,FALSE,0
"113","A",1554055261815,3,"unmasked","B","cognative-conflic",3,50.6666666666667,49,0.333333333333333,0.666666666666667,"FAGVNjwFDNT_iOgtAAAc, p238Z-zpSu8GouPbAAAV, xNx_L1czdEeSFnLbAAAl",-0.576730713864081,TRUE,1
"114","A",1554055261815,4,"unmasked","Ap","cognative-conflic",3,29.3333333333333,29,0.333333333333333,1,"FAGVNjwFDNT_iOgtAAAc, sxE7gRTr6rrPSkdyAAAm, U4CuJogZwQXh7nKeAAAk",-3.06863443770959,TRUE,1
"115","A",1554055862256,2,"masked","B","cognative-conflic",4,57.5,56,0,0.25,"_zCpYqM_CFogHcEOAAAs, 4EDStJfCQ-gxby_HAAAz, GMoRHOWaEdMSt_viAAAV, mppuDC84DcEhQVKMAAAQ",0.221457197680183,FALSE,0
"116","A",1554055862256,3,"masked","B","cognative-conflic",4,50.75,52.5,0.25,0.25,"_GSPzXR7JXTpSsNvAAAq, e1j6af2cCJHrorITAAAW, GMoRHOWaEdMSt_viAAAV, u-ajMB8LgAKRr1MfAAAT",-0.56699671494281,FALSE,0
"117","A",1554057662196,2,"unmasked","B","cognative-conflic",3,44,50,0.333333333333333,0.333333333333333,"mo6DZbTuka8er-hfAABK, w7uBlV9mn8J7EwfpAAAG, zv-yySf-Fa8L4yD5AAA2",-1.3554506275658,FALSE,0
"118","A",1554057662196,3,"unmasked","B","cognative-conflic",4,50.75,52.5,0.75,0.25,"2Ij7vrXEkg9PENb5AAAe, FPzQkBAlJEUiY2CAAAAz, mo7ek6W7SZHFIOWlAABV, w7uBlV9mn8J7EwfpAAAG",-0.56699671494281,FALSE,0
"119","A",1554207061461,1,"masked","A","intellective",4,57.25,55.5,0.25,0,"56GTN9sLmeN-Erp4AABD, cSAhk259tr-ZSmRuAAAD, hpq0zCAW311Q3stHAAAM, of6GbVZDtfYvffFyAAAj",0.192255200916368,FALSE,0
"120","A",1554207061461,3,"masked","B","intellective",3,31.6666666666667,31,0,0.666666666666667,"56GTN9sLmeN-Erp4AABD, MUJUh_JnvHwtJfkMAAA9, q8jXfNjRd9p_eSY3AAAh",-2.79608246791399,TRUE,1
"121","A",1554207061461,4,"masked","Ap","intellective",4,55.75,56,0.25,0,"56GTN9sLmeN-Erp4AABD, cSAhk259tr-ZSmRuAAAD, hpq0zCAW311Q3stHAAAM, of6GbVZDtfYvffFyAAAj",0.0170432203334809,FALSE,0
"122","A",1554208861493,1,"unmasked","A","intellective",3,57,56,0.666666666666667,0,"9EiYvzip66uOO21bAABQ, cRwMb5rInVjkV7bGAAAc, erpYYq3EKQ_O04BwAAA2",0.163053204152554,FALSE,0
"123","A",1554208861493,2,"unmasked","B","intellective",3,56.6666666666667,55,0.666666666666667,0.666666666666667,"0zbo7pX4M-Kk_4sPAAAl, 4YVxj-rJ_oKt5Y8DAABN, erpYYq3EKQ_O04BwAAA2",0.124117208467467,TRUE,1
"124","A",1554208861493,3,"unmasked","B","intellective",3,63,63,1,0,"_ZdiqazorikmyLSCAAAD, 72B1I8kv--Ne_uXXAAAK, erpYYq3EKQ_O04BwAAA2",0.863901126484102,FALSE,0
"125","A",1554208861493,4,"unmasked","Ap","intellective",3,51.6666666666667,51,0.666666666666667,0.666666666666667,"9EiYvzip66uOO21bAABQ, cRwMb5rInVjkV7bGAAAc, erpYYq3EKQ_O04BwAAA2",-0.459922726808823,TRUE,1
"126","A",1554213661952,2,"masked","B","intellective",3,53,52,0.333333333333333,0,"C9vMCeOpYAvtZDHwAAAw, ml1u6rJEP0_AX57gAAAa, Qmukz-w8hKmFOAnOAAAE",-0.304178744068479,FALSE,0
"127","A",1554216661871,1,"masked","B","intellective",4,61.25,59.5,0,0,"-qKimglQGLMWIILOAAA-, qLEXrMZrfnWQ-kj4AAAs, tR-oPhvz3LVBFakjAABS, ZX1XrLlIrzzKUsEcAABH",0.659487149137401,FALSE,0
"128","A",1554216661871,2,"masked","A","intellective",3,53.3333333333333,56,0,0.333333333333333,"J2uQTEF6C4iyDTvnAABR, tR-oPhvz3LVBFakjAABS, u-YPr4aJIFNcRAKlAABP",-0.265242748383393,FALSE,0
"129","A",1554216661871,3,"masked","B","intellective",3,48,42,0,0.666666666666667,"34ONtjtCrqZastMYAAAP, tR-oPhvz3LVBFakjAABS, VNeeFxIddUEn2a1HAAAn",-0.88821867934477,TRUE,1
"130","A",1554216661871,4,"masked","Ap","intellective",3,67,70,0,0,"J2uQTEF6C4iyDTvnAABR, tR-oPhvz3LVBFakjAABS, u-YPr4aJIFNcRAKlAABP",1.33113307470513,FALSE,0
"131","A",1554218462090,1,"unmasked","A","intellective",4,55.5,56,0.75,0,"GmXp2RlLa_INFSfUAAAm, NQXaAyGqSU7I5vJdAAAP, V4AF5LOdCYz4Fj6QAAAr, y1411q6nGTiHnDwtAAAx",-0.0121587764303336,FALSE,0
"132","A",1554218462090,2,"unmasked","B","intellective",4,61,59.5,0.75,0.25,"aMIs38dyz_4EITRCAAAT, br-grXdJ6N8Mq891AAAu, sPUzaFNVQbDhTDRKAAAj, y1411q6nGTiHnDwtAAAx",0.630285152373586,FALSE,0
"133","A",1554218462090,3,"unmasked","B","intellective",3,46.3333333333333,47,0.333333333333333,0.333333333333333,"DjyCzsSafnkMenTjAAA-, r3HbF6ZPekFEfpidAAAN, y1411q6nGTiHnDwtAAAx",-1.0828986577702,FALSE,0
"134","A",1554218462090,4,"unmasked","Ap","intellective",4,57.75,56,0.75,0.25,"GmXp2RlLa_INFSfUAAAm, NQXaAyGqSU7I5vJdAAAP, V4AF5LOdCYz4Fj6QAAAr, y1411q6nGTiHnDwtAAAx",0.250659194443997,FALSE,0
"135","A",1554220861653,1,"masked","A","intellective",3,51.3333333333333,52,0.666666666666667,0.333333333333333,"_kVCcFJT-SPsYFbAAABC, 0Di5OaCoMQpxpCXuAAAk, w8inipvXY_lr_ODFAAAS",-0.498858722493909,FALSE,0
"136","A",1554220861653,4,"masked","Ap","intellective",3,56,56,0.666666666666667,0,"_kVCcFJT-SPsYFbAAABC, 0Di5OaCoMQpxpCXuAAAk, w8inipvXY_lr_ODFAAAS",0.0462452170972955,FALSE,0
"137","A",1554222662200,1,"unmasked","A","intellective",3,65.3333333333333,70,0.333333333333333,0.333333333333333,"BckmEk-w7ZLg56e5AAAI, iL6NijmaVosz9VSEAAAk, JyvKMhTnQl_m8ouRAAAu",1.1364530962797,FALSE,0
"138","A",1554222662200,2,"unmasked","B","intellective",4,51.75,54,0.25,0.25,"BckmEk-w7ZLg56e5AAAI, FjzeBPQmEyQrCv50AABO, Hz-rn6KeXGubDvPeAAA9, JnfksK9re0ipBhwwAAAf",-0.450188727887552,FALSE,0
"139","A",1554222662200,3,"unmasked","Ap","intellective",3,46.6666666666667,56,0.333333333333333,0,"BckmEk-w7ZLg56e5AAAI, iL6NijmaVosz9VSEAAAk, JyvKMhTnQl_m8ouRAAAu",-1.04396266208511,FALSE,0
"140","A",1554222662200,4,"unmasked","B","intellective",4,56.75,56.5,0,0.25,"4jlzxJr3kQjTUocjAAAr, BckmEk-w7ZLg56e5AAAI, LuATXN7D8nPxmOu8AAAh, q3HwUjFO5evgau-JAAAe",0.133851207388739,FALSE,0
"141","A",1554227462031,1,"masked","A","intellective",3,59.3333333333333,59,0.333333333333333,0,"d0AGzAm2QGwXDzpjAAA7, JLM7R_YmLB48rgMjAAA-, KQHRckwufqnIh4sdAAAh",0.435605173948156,FALSE,0
"142","A",1554227462031,3,"masked","Ap","intellective",3,70,70,0.333333333333333,0,"d0AGzAm2QGwXDzpjAAA7, JLM7R_YmLB48rgMjAAA-, KQHRckwufqnIh4sdAAAh",1.68155703587091,FALSE,0
"143","A",1554231061588,1,"masked","B","intellective",4,61,59,0,0,"4BU_wTgiIoRUKrV8AABA, pMmIzR-ts8mLvyH0AABH, UANyY0dTjBD7FSc3AAA9, VGbrT-GCIWeiq5_uAABX",0.630285152373586,FALSE,0
"144","A",1554231061588,2,"masked","A","intellective",3,60.3333333333333,65,0,0,"9DrKKLpVWHEjHMbwAABJ, RBzfd3SrvlZhDT3XAAAm, UANyY0dTjBD7FSc3AAA9",0.552413161003414,FALSE,0
"145","A",1554231061588,3,"masked","B","intellective",3,57.6666666666667,58,0,0.333333333333333,"E1vktr_N5aBjLHiYAABF, o33NfFLwTFE63iTDAAAi, UANyY0dTjBD7FSc3AAA9",0.240925195522725,FALSE,0
"146","A",1554231061588,4,"masked","Ap","intellective",3,62,60,0,0,"9DrKKLpVWHEjHMbwAABJ, RBzfd3SrvlZhDT3XAAAm, UANyY0dTjBD7FSc3AAA9",0.747093139428844,FALSE,0
"147","A",1554294661432,1,"masked","A","intellective",4,45.25,47.5,0.5,0,"_3BM6S6AVJrwgHJAAAAr, 2oXu72sOaubocAavAAAn, KQdYhSmqyxbGtoS0AAAw, QMoMf1P9WYDIpsGeAAA7",-1.20944064374673,FALSE,0
"148","A",1554294661432,2,"masked","B","intellective",3,41.3333333333333,39,0.666666666666667,0.333333333333333,"2oXu72sOaubocAavAAAn, dfObPr9yM5nqhFFEAAAx, X4oTgUqwYXfZ64SyAAA8",-1.66693859304649,FALSE,0
"149","A",1554294661432,3,"masked","Ap","intellective",4,50.25,58,0.5,0.25,"_3BM6S6AVJrwgHJAAAAr, 2oXu72sOaubocAavAAAn, KQdYhSmqyxbGtoS0AAAw, QMoMf1P9WYDIpsGeAAA7",-0.625400708470439,FALSE,0
"150","A",1554296461500,2,"masked","B","intellective",3,46.3333333333333,50,0.333333333333333,0.666666666666667,"ajrDgoheasTlT_Q7AAAV, JVnGVbS-dbPnvtq8AAAG, TpBd-1W_mKpS0-ntAAAa",-1.0828986577702,TRUE,1
"151","B",1553010760733,2,"masked","B","creative",3,39,38,0,0.333333333333333,"cH-mKrkzE2JaiNuAAAAX, H8uRlcRTmhmLofAQAAA9, ZHdw5xVV7S6p3yGKAAAs",-1.93949056284209,FALSE,0
"152","B",1553019661611,3,"unmasked","B","creative",3,57,59,0.666666666666667,0,"5jeqSigInYRkt5qzAAA2, bgA1o_yqZboinxfKAAAV, MeY21e02waWHxp_JAAA8",0.163053204152554,FALSE,0
"153","B",1553021461648,2,"masked","B","creative",4,30,28,0.75,0.5,"41vRm-5hYr8Rtk5yAAAO, w50D6C4MU-_zVsqaAAAU, yPV_A4BCFLlmfE2vAAAT, zWt7WlP2KiebPbynAAAg",-2.99076244633942,TRUE,1
"154","B",1553100662161,1,"unmasked","A","creative",3,68.3333333333333,70,0.333333333333333,0,"EMpKDgfwq1sG_uEfAAAW, fJGhZVrcaAvd6WVzAAA7, ZcfvTbQ_UfdGqOvNAAAE",1.48687705744548,FALSE,0
"155","B",1553100662161,2,"unmasked","B","creative",4,53.25,54,0.75,0.25,"35kyJXcqISHDSwsxAABC, 4t-ahDADaepcacHMAAAe, hSzGtOLURDjM7PC2AAAP, ZcfvTbQ_UfdGqOvNAAAE",-0.274976747304664,FALSE,0
"156","B",1553100662161,3,"unmasked","B","creative",3,56,56,0.666666666666667,0.333333333333333,"6dY0REU3ILFF4xbNAAAV, fJGhZVrcaAvd6WVzAAA7, hSzGtOLURDjM7PC2AAAP",0.0462452170972955,FALSE,0
"157","B",1553100662161,4,"unmasked","Ap","creative",3,52,70,0.333333333333333,0.333333333333333,"EMpKDgfwq1sG_uEfAAAW, fJGhZVrcaAvd6WVzAAA7, ZcfvTbQ_UfdGqOvNAAAE",-0.420986731123737,FALSE,0
"158","B",1553169662360,1,"unmasked","A","creative",3,56,56,1,0,"9s_MrTL8wucLkmNMAAAP, cUZDIhlzebQ63AIHAAAW, RsKDUrNIrCN0KWFqAAAZ",0.0462452170972955,FALSE,0
"159","B",1553169662360,2,"unmasked","B","creative",4,43.75,47,0.5,0.5,"_txep1o36T3p4BVmAAAv, 3ZUuhLNwyneoeaC2AAAU, cUZDIhlzebQ63AIHAAAW, JiPvfKrX6trPNFiQAAAp",-1.38465262432962,TRUE,1
"160","B",1553169662360,3,"unmasked","B","creative",3,60.3333333333333,56,0.666666666666667,0,"cUZDIhlzebQ63AIHAAAW, EV0AVKpsfzkIhow5AAAY, Vp9F1eMwauK42nhzAAAe",0.552413161003414,FALSE,0
"161","B",1553169662360,4,"unmasked","Ap","creative",3,59.3333333333333,56,1,0,"9s_MrTL8wucLkmNMAAAP, cUZDIhlzebQ63AIHAAAW, RsKDUrNIrCN0KWFqAAAZ",0.435605173948156,FALSE,0
"162","B",1553170862049,3,"unmasked","B","creative",3,55.3333333333333,55,0.333333333333333,0.333333333333333,"__NiqTBrX9Wx09tXAAAl, 1KrqLMvy3dJElu4qAAAG, 3pg0eRveqPNzDWZWAAA0",-0.0316267742728763,FALSE,0
"163","B",1553172662087,1,"masked","A","creative",3,52.3333333333333,51,0.333333333333333,0,"7UEt4H222kcPugVcAAAz, jea23vjGbRN3F_OcAAAJ, kHzeSl_Y96swNoSIAAAb",-0.382050735438651,FALSE,0
"164","B",1553172662087,3,"masked","Ap","creative",3,30,36,0.333333333333333,0.666666666666667,"7UEt4H222kcPugVcAAAz, jea23vjGbRN3F_OcAAAJ, kHzeSl_Y96swNoSIAAAb",-2.99076244633942,TRUE,1
"165","B",1553174461586,1,"masked","A","creative",3,50.3333333333333,50,0,0,"4Hidd7_FWl-jN-XcAAA-, nHgk8srsN7-K9ruGAABN, VXL440s1Cp9IWRzoAAAx",-0.615666709549167,FALSE,0
"166","B",1553174461586,2,"masked","B","creative",3,46,34,0,0.666666666666667,"5iQrdLdSpHyNFclCAAA6, bOftMLVOk0Tb2qoCAABZ, SdKzmAjL4pNRjowBAAAY",-1.12183465345529,TRUE,1
"167","B",1553174461586,3,"masked","Ap","creative",3,43,48,0,0.666666666666667,"4Hidd7_FWl-jN-XcAAA-, nHgk8srsN7-K9ruGAABN, VXL440s1Cp9IWRzoAAAx",-1.47225861462106,TRUE,1
"168","B",1553174461586,4,"masked","B","creative",3,58.6666666666667,62,0,0.333333333333333,"SdKzmAjL4pNRjowBAAAY, VXL440s1Cp9IWRzoAAAx, zgubQ9pVaFpnSjrIAABE",0.357733182577983,FALSE,0
"169","B",1553175061606,1,"unmasked","A","creative",4,59.75,58.5,0.75,0,"CqZDWzkMdj7gdv1LAAAk, G5s76epnOS116MvBAABA, pqsqTb0XOgy9I0UDAABC, zes_mJYK85zLNxCcAAA8",0.484275168554513,FALSE,0
"170","B",1553175061606,2,"unmasked","B","creative",3,47,42,0.666666666666667,0.333333333333333,"G5s76epnOS116MvBAABA, iA5MoziAxMj_0ZrRAAA0, O3ACTWYwKHeFt7Q9AAAM",-1.00502666640003,FALSE,0
"171","B",1553175061606,3,"unmasked","B","creative",3,35.6666666666667,37,1,0.333333333333333,"iA5MoziAxMj_0ZrRAAA0, pqsqTb0XOgy9I0UDAABC, v6Ef1xJ9mQnLGD6NAAAZ",-2.32885051969295,FALSE,0
"172","B",1553175061606,4,"unmasked","Ap","creative",4,61.5,62.5,0.75,0.25,"CqZDWzkMdj7gdv1LAAAk, G5s76epnOS116MvBAABA, pqsqTb0XOgy9I0UDAABC, zes_mJYK85zLNxCcAAA8",0.688689145901215,FALSE,0
"173","B",1553176861652,1,"masked","A","creative",4,57.75,59.5,0,0.25,"l7iNJfv-VJp3WlC9AAAs, rCZe6A3FrZ8cCK_EAAA1, RRCnr9GpDdzzRQbJAAAL, TuCv-DygWKrrXyk6AAAt",0.250659194443997,FALSE,0
"174","B",1553176861652,2,"masked","B","creative",4,59.75,59.5,0,0.25,"5e5PzpcqJiJm2h5lAAAI, bpgOU-v_-e6kS3C4AAA3, oul8N9ZlyiTWdrW_AAAo, rCZe6A3FrZ8cCK_EAAA1",0.484275168554513,FALSE,0
"175","B",1553176861652,3,"masked","Ap","creative",4,62.5,62,0,0,"l7iNJfv-VJp3WlC9AAAs, rCZe6A3FrZ8cCK_EAAA1, RRCnr9GpDdzzRQbJAAAL, TuCv-DygWKrrXyk6AAAt",0.805497132956473,FALSE,0
"176","B",1553176861652,4,"masked","B","creative",4,62.25,67.5,0.25,0.25,"0ffKXOjfPNPjoMXWAAAk, 0mhYmJYpgXpSsCp0AAAf, oul8N9ZlyiTWdrW_AAAo, TuCv-DygWKrrXyk6AAAt",0.776295136192659,FALSE,0
"177","B",1553179862174,1,"masked","B","creative",3,61.3333333333333,60,0.666666666666667,0.333333333333333,"4dfHlhWsW29VDlKOAAAT, 5OGu2kT21lufU9m_AAAQ, lDiXI339UUjddTTFAAAN",0.669221148058672,FALSE,0
"178","B",1553179862174,2,"masked","A","creative",3,51,44,0,0.666666666666667,"5OGu2kT21lufU9m_AAAQ, kgSIRZyPnrthyGhFAAA5, lPfsAfZy_5AOmUi1AAAV",-0.537794718178995,TRUE,1
"179","B",1553179862174,3,"masked","B","creative",3,53,50,0,0.666666666666667,"H9jhDM8JecGCUKLYAAAq, kgSIRZyPnrthyGhFAAA5, oemhHLdDsyi4waDPAAAl",-0.304178744068479,TRUE,1
"180","B",1553179862174,4,"masked","Ap","creative",3,62.3333333333333,60,0,0,"5OGu2kT21lufU9m_AAAQ, kgSIRZyPnrthyGhFAAA5, lPfsAfZy_5AOmUi1AAAV",0.78602913511393,FALSE,0
"181","B",1553180462276,1,"unmasked","A","creative",4,57.25,57.5,0.25,0.25,"4IGcsou9WWgK047kAAAc, hqZfleDS6bbLEq_-AAAW, JGTf3Div91jFepeYAAAp, sDJblKdqs5jKv8CRAAAr",0.192255200916368,FALSE,0
"182","B",1553180462276,2,"unmasked","B","creative",3,51.3333333333333,70,0.333333333333333,0.666666666666667,"1OIdOUU0RPqyM9rlAAAo, 4IGcsou9WWgK047kAAAc, AVn4u6xUa-DE8oTgAAAl",-0.498858722493909,TRUE,1
"183","B",1553180462276,4,"unmasked","Ap","creative",4,53,50,0.25,0.5,"4IGcsou9WWgK047kAAAc, hqZfleDS6bbLEq_-AAAW, JGTf3Div91jFepeYAAAp, sDJblKdqs5jKv8CRAAAr",-0.304178744068479,TRUE,1
"184","B",1553181661900,2,"unmasked","B","creative",3,61.3333333333333,58,0.666666666666667,0,"AlG7jFvdVpxLCec5AAA9, S0cMML7UdkznnB5fAABA, Sv0IRhlNyeSpShhFAAAq",0.669221148058672,FALSE,0
"185","B",1553181661900,3,"unmasked","B","creative",3,61.6666666666667,68,0.666666666666667,0,"4ucsu3W6Tz9yT9i-AAAx, Sv0IRhlNyeSpShhFAAAq, ysM_HXTdjuHsTVWpAAA8",0.708157143743758,FALSE,0
"186","B",1553196062079,4,"masked","B","creative",4,61,61.5,0.25,0.25,"evQFE7YdRJLCQfrQAAAW, Pbd1ogtlw9YBTa5IAAAj, q8Bdx2m_UcYc-8afAAAk, zT-YderYTh7IZ2H_AAAA",0.630285152373586,FALSE,0
"187","B",1553198462284,1,"masked","A","creative",3,54.3333333333333,55,0,0,"dcghf0pap5eYRZ8pAAAp, Ddp-byWHb-2XOKEvAAAe, xyhdFyWv8lCCjiTXAAAS",-0.148434761328134,FALSE,0
"188","B",1553198462284,3,"masked","Ap","creative",3,37.6666666666667,44,0,1,"dcghf0pap5eYRZ8pAAAp, Ddp-byWHb-2XOKEvAAAe, xyhdFyWv8lCCjiTXAAAS",-2.09523454558244,TRUE,1
"189","B",1553198462284,4,"masked","B","creative",4,60,62.5,0.25,0,"a2Vp3vkafALK6aPRAAAX, Ddp-byWHb-2XOKEvAAAe, hczacA58KCGqy3-oAAAz, hu_D99PbSt6w3VGzAAAt",0.513477165318328,FALSE,0
"190","B",1553199661488,1,"masked","A","creative",3,66.3333333333333,69,1,0,"3bPDuR-wRil-ctzAAAAj, 8CVRGkLkevNl_LewAAA-, YmRcxEiBlXxuy9tvAAAd",1.25326108333496,FALSE,0
"191","B",1553199661488,2,"masked","B","creative",3,64.6666666666667,70,0.333333333333333,0,"8CVRGkLkevNl_LewAAA-, BawjunE9Msm5SZiYAAAX, Qo7t0gFaP5pjZ3h3AABK",1.05858110490953,FALSE,0
"192","B",1553199661488,3,"masked","Ap","creative",3,66.6666666666667,70,1,0.333333333333333,"3bPDuR-wRil-ctzAAAAj, 8CVRGkLkevNl_LewAAA-, YmRcxEiBlXxuy9tvAAAd",1.29219707902005,FALSE,0
"193","B",1553200861903,1,"unmasked","B","creative",3,54,55,0.666666666666667,0,"HPRfId9fBLwHS0lCAAAd, Q4DBTgCBgwoHR7RoAABB, zr9isbSDKK5ylIsDAAAm",-0.187370757013221,FALSE,0
"194","B",1553200861903,2,"unmasked","A","creative",4,54.5,56,0.25,0,"nB5rs3wK32ffUXKKAAAS, O7DA_qrlhPppcjX1AAAR, vK3WfpzXxNQmQxUdAAAo, zr9isbSDKK5ylIsDAAAm",-0.128966763485592,FALSE,0
"195","B",1553200861903,3,"unmasked","B","creative",4,48.25,47.5,0.5,0,"FOo4wMXeK81v5vOOAAAl, hkXQj3tuzPpae3K_AAAn, Q4DBTgCBgwoHR7RoAABB, vK3WfpzXxNQmQxUdAAAo",-0.859016682580955,FALSE,0
"196","B",1553200861903,4,"unmasked","Ap","creative",4,61.5,60,0.25,0.25,"nB5rs3wK32ffUXKKAAAS, O7DA_qrlhPppcjX1AAAR, vK3WfpzXxNQmQxUdAAAo, zr9isbSDKK5ylIsDAAAm",0.688689145901215,FALSE,0
"197","B",1553201461913,1,"masked","B","creative",4,55,57.5,0.25,0.25,"28_sOhGFRc6TIsNuAAAL, gAtqENwBdrqw9IJBAAAY, pHkzLMaZ7OEhJ-w4AAAX, pOHbsNe2k7snHZQMAAAU",-0.0705627699579627,FALSE,0
"198","B",1553201461913,2,"masked","A","creative",3,60,61,0.333333333333333,0,"07LScnp_zAkTNRsNAAAk, gAtqENwBdrqw9IJBAAAY, pR-ABl0n7BMphjvpAAAN",0.513477165318328,FALSE,0
"199","B",1553201461913,4,"masked","Ap","creative",3,47.3333333333333,50,0.333333333333333,0.333333333333333,"07LScnp_zAkTNRsNAAAk, gAtqENwBdrqw9IJBAAAY, pR-ABl0n7BMphjvpAAAN",-0.966090670714941,FALSE,0
"200","B",1553947861412,3,"masked","B","cognative-conflic",4,66.25,67.5,0,0,"19xhz4Xq8DxfWSqDAAAn, GJNkMMU0GPXtqMywAAAk, UZnvn0zaCDASedzbAAAX, VLoQFs8Z77QSxxZbAAAv",1.24352708441369,FALSE,0
"201","B",1553949061441,1,"masked","A","cognative-conflic",4,60,61.5,0.5,0,"d-dWb2AyvhwgJ7t6AAAK, iILmyta3H8Lthox4AAAf, MLX7OqAHS5gajNW9AAAN, TK5J8YBgPzxb7smjAAAS",0.513477165318328,FALSE,0
"202","B",1553949061441,2,"masked","B","cognative-conflic",3,52.3333333333333,56,0.333333333333333,0,"hIBDLQV-Xb-JMe9UAAAG, jfETmad1quqE4frTAAAT, TK5J8YBgPzxb7smjAAAS",-0.382050735438651,FALSE,0
"203","B",1553949061441,4,"masked","Ap","cognative-conflic",4,61.5,63,0.5,0.25,"d-dWb2AyvhwgJ7t6AAAK, iILmyta3H8Lthox4AAAf, MLX7OqAHS5gajNW9AAAN, TK5J8YBgPzxb7smjAAAS",0.688689145901215,FALSE,0
"204","B",1553952662190,2,"unmasked","B","cognative-conflic",3,57.6666666666667,55,0.666666666666667,0.333333333333333,"G8cBC_w4msDLmfuyAAA3, OFLP3YgjforWkUZqAAAq, SbWaB-7JOO9MoFr7AAAP",0.240925195522725,FALSE,0
"205","B",1553955062019,3,"unmasked","B","cognative-conflic",4,39.25,39.5,0.25,0.75,"JxV2EIHlQ9anzMrDAAAy, kqma6WUsAlEdS3ceAAAo, M3fuTX3OFr1YpG1wAAAT, X4wcDZnPy3rBPpzsAAAC",-1.91028856607828,TRUE,1
"206","B",1553964062248,1,"masked","A","creative",3,63,60,0.666666666666667,0,"9Ay6vdBNLKei5dsEAAAi, fMJ3kPbPTfKBrTfPAAAW, mRkNHWRdq1O0N8gfAAAB",0.863901126484102,FALSE,0
"207","B",1553964062248,4,"masked","Ap","creative",3,68,69,0.666666666666667,0,"9Ay6vdBNLKei5dsEAAAi, fMJ3kPbPTfKBrTfPAAAW, mRkNHWRdq1O0N8gfAAAB",1.44794106176039,FALSE,0
"208","B",1553964662265,1,"unmasked","A","creative",3,61.3333333333333,64,1,0,"5uzOPOzyjwJyGlZiAAAs, goRxeQ3Cljr3_sz1AAAW, IPrMOqgdh4B9ngLFAAAq",0.669221148058672,FALSE,0
"209","B",1553964662265,2,"unmasked","B","creative",3,63,66,0.666666666666667,0.333333333333333,"IPrMOqgdh4B9ngLFAAAq, mF4jrutVPAYX4jH-AAAh, n_N6QDRy53-OnI12AAAM",0.863901126484102,FALSE,0
"210","B",1553964662265,3,"unmasked","Ap","creative",3,63.6666666666667,65,1,0,"5uzOPOzyjwJyGlZiAAAs, goRxeQ3Cljr3_sz1AAAW, IPrMOqgdh4B9ngLFAAAq",0.941773117854274,FALSE,0
"211","B",1553965262291,1,"masked","A","creative",4,41.75,49,0,0.5,"5ftQlhSwkNY6YcUmAABC, evLgqTpRit6j7E20AAAO, hyRvhiBfZ_aER0J5AAAf, v4xD6STZpq7HzsRAAAAy",-1.61826859844013,TRUE,1
"212","B",1553965262291,3,"masked","Ap","creative",4,63.25,63.5,0,0,"5ftQlhSwkNY6YcUmAABC, evLgqTpRit6j7E20AAAO, hyRvhiBfZ_aER0J5AAAf, v4xD6STZpq7HzsRAAAAy",0.893103123247917,FALSE,0
"213","B",1553965262291,4,"masked","B","creative",3,60.6666666666667,70,0.333333333333333,0.333333333333333,"24KIuES6BjxLHs8MAAAp, v4xD6STZpq7HzsRAAAAy, y7vtZm2hbt8l6eQZAAA1",0.5913491566885,FALSE,0
"214","B",1553965861830,1,"unmasked","A","cognative-conflic",4,64.5,66,0.5,0.25,"KgW5v4xpYdJlMLSVAAA7, nExZk0OuMLRdaLWOAAA0, Wyu94xgSNjidJ4IZAAAd, Y8HHaXgv3Sqw28SaAAAu",1.03911310706699,FALSE,0
"215","B",1553965861830,2,"unmasked","B","cognative-conflic",3,67.6666666666667,70,0.666666666666667,0.333333333333333,"1N8Iecp818rFFpaUAAAS, gzjA0vOV1IQN8bYsAAAz, KgW5v4xpYdJlMLSVAAA7",1.40900506607531,FALSE,0
"216","B",1553965861830,3,"unmasked","B","cognative-conflic",4,66.75,68.5,0.5,0,"bWGuh2dOvIJmSTIaAAA1, gzjA0vOV1IQN8bYsAAAz, nXF69s1tENutPCGRAAA2, Wyu94xgSNjidJ4IZAAAd",1.30193107794132,FALSE,0
